Año,Departamento de residencia,Causa de muerte,Total,Hombres,Mujeres
2015,Huehuetenango,Tumor maligno del hígado y de las vías biliares intrahepáticas,99,36,63
2015,Huehuetenango,Fibrosis y cirrosis del hígado,99,64,35
2015,Huehuetenango,"Envenenamiento accidental por, y exposición al alcohol",87,80,7
2015,Huehuetenango,Insuficiencia cardíaca,81,36,45
2015,Huehuetenango,Diabetes mellitus no insulinodependiente,80,35,45
2015,Huehuetenango,Otras enfermedades cerebrovasculares,69,38,31
2015,Huehuetenango,Enfermedad renal crónica,64,33,31
2015,Huehuetenango,Úlcera gástrica,62,30,32
2015,Huehuetenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",201,100,101
2015,Huehuetenango,Otras causas,"1,63",888,742
2015,Quiche,"Neumonía, organismo no especificado",521,258,263
2015,Quiche,Otras gastroenteritis y colitis de origen infeccioso y no especificado,199,104,95
2015,Quiche,Infarto agudo del miocardio,139,62,77
2015,Quiche,"Diabetes mellitus, no especificada",113,45,68
2015,Quiche,Exposición a factores no especificados,106,81,25
2015,Quiche,Fibrosis y cirrosis del hígado,81,50,31
2015,Quiche,Insuficiencia cardíaca,64,25,39
2015,Quiche,"Envenenamiento accidental por, y exposición al alcohol",64,60,4
2015,Quiche,Tumor maligno del estómago,62,23,39
2015,Quiche,Diabetes mellitus no insulinodependiente,56,26,30
2015,Quiche,Enfermedad renal crónica,47,19,28
2015,Quiche,Tumor maligno del hígado y de las vías biliares intrahepáticas,46,21,25
2015,Quiche,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",46,34,12
2015,Quiche,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",44,19,25
2015,Quiche,Otras sepsis,43,23,20
2015,Quiche,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",830,401,429
2015,Quiche,Otras causas,"1,375",747,628
2015,Baja Verapaz,"Neumonía, organismo no especificado",151,83,68
2015,Baja Verapaz,Infarto agudo del miocardio,129,59,70
2015,Baja Verapaz,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",88,43,45
2015,Baja Verapaz,Tumor maligno del estómago,55,28,27
2015,Baja Verapaz,"Diabetes mellitus, no especificada",52,19,33
2015,Baja Verapaz,Exposición a factores no especificados,40,36,4
2015,Baja Verapaz,Hipertensión esencial (primaria),38,14,24
2015,Baja Verapaz,Fibrosis y cirrosis del hígado,34,19,15
2015,Baja Verapaz,Otras gastroenteritis y colitis de origen infeccioso y no especificado,33,15,18
2015,Baja Verapaz,Diabetes mellitus no insulinodependiente,28,8,20
2015,Baja Verapaz,Tumor maligno del hígado y de las vías biliares intrahepáticas,26,10,16
2015,Baja Verapaz,"Agresión con disparo de otras armas de fuego, y las no especificadas",26,21,5
2015,Baja Verapaz,Insuficiencia cardíaca,22,10,12
2015,Baja Verapaz,Enfermedad renal crónica,20,7,13
2015,Baja Verapaz,Tumor maligno de la próstata,19,19,-
2015,Baja Verapaz,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",114,63,51
2015,Baja Verapaz,Otras causas,447,245,202
2015,Alta Verapaz,"Neumonía, organismo no especificado",872,418,454
2015,Alta Verapaz,Otras gastroenteritis y colitis de origen infeccioso y no especificado,418,218,200
2015,Alta Verapaz,Infarto agudo del miocardio,265,125,140
2015,Alta Verapaz,"Diabetes mellitus, no especificada",149,58,91
2015,Alta Verapaz,Fibrosis y cirrosis del hígado,135,74,61
2015,Alta Verapaz,Exposición a factores no especificados,135,109,26
2015,Alta Verapaz,"Desnutrición proteicocalórica, no especificada",108,59,49
2015,Alta Verapaz,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",89,47,42
2015,Alta Verapaz,Tumor maligno del hígado y de las vías biliares intrahepáticas,85,38,47
2015,Alta Verapaz,Tumor maligno del estómago,76,34,42
2015,Alta Verapaz,Úlcera gástrica,57,22,35
2015,Alta Verapaz,Policitemia vera,56,25,31
2015,Alta Verapaz,"Agresión con disparo de otras armas de fuego, y las no especificadas",55,52,3
2015,Alta Verapaz,Otras enfermedades pulmonares obstructivas crónicas,54,23,31
2015,Alta Verapaz,Diabetes mellitus no insulinodependiente,52,14,38
2015,Alta Verapaz,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",157,86,71
2015,Alta Verapaz,Otras causas,"1,905","1,042",863
2015,Peten,"Agresión con disparo de otras armas de fuego, y las no especificadas",224,213,11
2015,Peten,"Neumonía, organismo no especificado",119,66,53
2015,Peten,"Diabetes mellitus, no especificada",108,43,65
2015,Peten,Infarto agudo del miocardio,95,58,37
2015,Peten,Diabetes mellitus no insulinodependiente,90,27,63
2015,Peten,Exposición a factores no especificados,73,66,7
2015,Peten,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",69,57,12
2015,Peten,Fibrosis y cirrosis del hígado,57,30,27
2015,Peten,Otras gastroenteritis y colitis de origen infeccioso y no especificado,41,11,30
2015,Peten,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",36,16,20
2015,Peten,Tumor maligno del hígado y de las vías biliares intrahepáticas,34,17,17
2015,Peten,Agresión por medios no especificados,34,28,6
2015,Peten,Tumor maligno del estómago,32,13,19
2015,Peten,Tumor maligno de la próstata,31,31,-
2015,Peten,Insuficiencia cardíaca,30,16,14
2015,Peten,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",142,81,61
2015,Peten,Otras causas,790,436,354
2015,Izabal,Infarto agudo del miocardio,190,117,73
2015,Izabal,"Agresión con disparo de otras armas de fuego, y las no especificadas",174,151,23
2015,Izabal,"Diabetes mellitus, no especificada",116,44,72
2015,Izabal,Enfermedad renal crónica,94,43,51
2015,Izabal,"Neumonía, organismo no especificado",91,50,41
2015,Izabal,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",89,70,19
2015,Izabal,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",59,25,34
2015,Izabal,Fibrosis y cirrosis del hígado,46,24,22
2015,Izabal,Otras gastroenteritis y colitis de origen infeccioso y no especificado,45,26,19
2015,Izabal,Exposición a factores no especificados,45,34,11
2015,Izabal,Insuficiencia cardíaca,41,19,22
2015,Izabal,Diabetes mellitus no insulinodependiente,35,12,23
2015,Izabal,Tumor maligno del estómago,33,20,13
2015,Izabal,"Otros trastornos de los líquidos, de los electrólitos y del equilibrio ácido-básico",27,14,13
2015,Izabal,Tumor maligno del hígado y de las vías biliares intrahepáticas,26,13,13
2015,Izabal,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",214,119,95
2015,Izabal,Otras causas,796,453,343
2015,Zacapa,Infarto agudo del miocardio,260,138,122
2015,Zacapa,"Agresión con disparo de otras armas de fuego, y las no especificadas",128,113,15
2015,Zacapa,"Neumonía, organismo no especificado",71,37,34
2015,Zacapa,"Diabetes mellitus, no especificada",70,23,47
2015,Zacapa,Exposición a factores no especificados,43,26,17
2015,Zacapa,Diabetes mellitus no insulinodependiente,41,19,22
2015,Zacapa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",39,15,24
2015,Zacapa,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",39,37,2
2015,Zacapa,Insuficiencia cardíaca,38,22,16
2015,Zacapa,Otras enfermedades cerebrovasculares,37,14,23
2015,Zacapa,Tumor maligno del estómago,34,17,17
2015,Zacapa,Tumor maligno del hígado y de las vías biliares intrahepáticas,32,14,18
2015,Zacapa,Otras enfermedades pulmonares obstructivas crónicas,30,15,15
2015,Zacapa,Hemorragia intraencefálica,23,13,10
2015,Zacapa,Fibrosis y cirrosis del hígado,21,12,9
2015,Zacapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",33,16,17
2015,Zacapa,Otras causas,507,298,209
2015,Chiquimula,Infarto agudo del miocardio,228,123,105
2015,Chiquimula,"Neumonía, organismo no especificado",197,109,88
2015,Chiquimula,"Diabetes mellitus, no especificada",121,48,73
2015,Chiquimula,Insuficiencia cardíaca,112,55,57
2015,Chiquimula,"Disparo de otras armas de fuego, y las no especificadas",103,95,8
2015,Chiquimula,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",93,46,47
2015,Chiquimula,Exposición a factores no especificados,88,70,18
2015,Chiquimula,"Agresión con disparo de otras armas de fuego, y las no especificadas",78,70,8
2015,Chiquimula,Tumor maligno del estómago,55,28,27
2015,Chiquimula,Fibrosis y cirrosis del hígado,42,23,19
2015,Chiquimula,Otras sepsis,35,18,17
2015,Chiquimula,"Contacto traumático con cuchillo, espada, daga o puñal",30,24,6
2015,Chiquimula,Otras enfermedades pulmonares obstructivas crónicas,28,15,13
2015,Chiquimula,Otras enfermedades cerebrovasculares,25,8,17
2015,Chiquimula,Tumor maligno del hígado y de las vías biliares intrahepáticas,24,10,14
2015,Chiquimula,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",84,43,41
2015,Chiquimula,Otras causas,791,446,345
2015,Jalapa,Infarto agudo del miocardio,166,82,84
2015,Jalapa,"Neumonía, organismo no especificado",138,76,62
2015,Jalapa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",93,47,46
2015,Jalapa,"Diabetes mellitus, no especificada",73,31,42
2015,Jalapa,"Disparo de otras armas de fuego, y las no especificadas",60,54,6
2015,Jalapa,Exposición a factores no especificados,58,50,8
2015,Jalapa,Otras gastroenteritis y colitis de origen infeccioso y no especificado,54,27,27
2015,Jalapa,"Agresión con disparo de otras armas de fuego, y las no especificadas",53,46,7
2015,Jalapa,Fibrosis y cirrosis del hígado,35,24,11
2015,Jalapa,Tumor maligno del estómago,32,14,18
2015,Jalapa,Otras enfermedades pulmonares obstructivas crónicas,30,16,14
2015,Jalapa,Diabetes mellitus no insulinodependiente,26,7,19
2015,Jalapa,Tumor maligno del hígado y de las vías biliares intrahepáticas,25,7,18
2015,Jalapa,Otros trastornos del encéfalo,24,13,11
2015,Jalapa,Insuficiencia cardíaca,24,9,15
2015,Jalapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",178,92,86
2015,Jalapa,Otras causas,662,375,287
2015,Jutiapa,Infarto agudo del miocardio,463,242,221
2015,Jutiapa,"Diabetes mellitus, no especificada",177,62,115
2015,Jutiapa,"Agresión con disparo de otras armas de fuego, y las no especificadas",163,151,12
2015,Jutiapa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",130,61,69
2015,Jutiapa,"Neumonía, organismo no especificado",129,82,47
2015,Jutiapa,Exposición a factores no especificados,96,86,10
2015,Jutiapa,Insuficiencia cardíaca,69,44,25
2015,Jutiapa,Tumor maligno del estómago,66,36,30
2015,Jutiapa,Fibrosis y cirrosis del hígado,61,42,19
2015,Jutiapa,Otras enfermedades cerebrovasculares,57,28,29
2015,Jutiapa,Enfermedad renal crónica,57,34,23
2015,Jutiapa,Tumor maligno del hígado y de las vías biliares intrahepáticas,55,26,29
2015,Jutiapa,Diabetes mellitus no insulinodependiente,50,14,36
2015,Jutiapa,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",50,44,6
2015,Jutiapa,Tumor maligno de la próstata,41,41,-
2015,Jutiapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",102,53,49
2015,Jutiapa,Otras causas,"1,018",517,501
2016,Guatemala,"Diabetes mellitus, no especificada","1,293",542,751
2016,Guatemala,Infarto agudo del miocardio,"1,264",672,592
2016,Guatemala,"Agresión con disparo de otras armas de fuego, y las no especificadas","1,07",914,156
2016,Guatemala,Fibrosis y cirrosis del hígado,896,639,257
2016,Guatemala,Exposición a factores no especificados,878,705,173
2016,Guatemala,"Neumonía, organismo no especificado",775,429,346
2016,Guatemala,Enfermedad renal crónica,458,213,245
2016,Guatemala,Diabetes mellitus no insulinodependiente,443,201,242
2016,Guatemala,Tumor maligno del hígado y de las vías biliares intrahepáticas,415,209,206
2016,Guatemala,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",286,143,143
2016,Guatemala,Tumor maligno del estómago,279,113,166
2016,Guatemala,Insuficiencia cardíaca,264,118,146
2016,Guatemala,Hipertensión esencial (primaria),261,117,144
2016,Guatemala,"Disparo de otras armas de fuego, y las no especificadas",245,217,28
2016,Guatemala,Otras sepsis,228,108,120
2016,Guatemala,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","1,69",820,870
2016,Guatemala,Otras causas,"7,795","4,064","3,731"
2016,El Progreso,Infarto agudo del miocardio,140,73,67
2016,El Progreso,"Agresión con disparo de otras armas de fuego, y las no especificadas",74,66,8
2016,El Progreso,"Neumonía, organismo no especificado",65,32,33
2016,El Progreso,"Diabetes mellitus, no especificada",64,23,41
2016,El Progreso,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",47,26,21
2016,El Progreso,Tumor maligno del hígado y de las vías biliares intrahepáticas,32,21,11
2016,El Progreso,Diabetes mellitus no insulinodependiente,30,12,18
2016,El Progreso,Exposición a factores no especificados,29,21,8
2016,El Progreso,Fibrosis y cirrosis del hígado,26,13,13
2016,El Progreso,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",25,22,3
2016,El Progreso,Tumor maligno del estómago,24,12,12
2016,El Progreso,Otras enfermedades pulmonares obstructivas crónicas,19,9,10
2016,El Progreso,Enfermedad renal crónica,18,10,8
2016,El Progreso,Otras enfermedades cerebrovasculares,15,7,8
2016,El Progreso,Insuficiencia cardíaca,13,6,7
2016,El Progreso,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",58,33,25
2016,El Progreso,Otras causas,364,203,161
2016,Sacatepequez,"Diabetes mellitus, no especificada",136,60,76
2016,Sacatepequez,Infarto agudo del miocardio,114,64,50
2016,Sacatepequez,"Neumonía, organismo no especificado",92,49,43
2016,Sacatepequez,Exposición a factores no especificados,79,65,14
2016,Sacatepequez,Fibrosis y cirrosis del hígado,73,44,29
2016,Sacatepequez,Diabetes mellitus no insulinodependiente,56,22,34
2016,Sacatepequez,Enfermedad alcohólica del hígado,49,44,5
2016,Sacatepequez,"Desnutrición proteicocalórica, no especificada",40,10,30
2016,Sacatepequez,Tumor maligno del hígado y de las vías biliares intrahepáticas,37,13,24
2016,Sacatepequez,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",37,34,3
2016,Sacatepequez,Tumor maligno del estómago,30,15,15
2016,Sacatepequez,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",29,14,15
2016,Sacatepequez,Trastornos mentales y del comportamiento debidos al uso de alcohol,26,24,2
2016,Sacatepequez,Enfermedad renal crónica,26,13,13
2016,Sacatepequez,Otras gastroenteritis y colitis de origen infeccioso y no especificado,25,16,9
2016,Sacatepequez,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",114,61,53
2016,Sacatepequez,Otras causas,694,370,324
2016,Chimaltenango,"Neumonía, organismo no especificado",306,157,149
2016,Chimaltenango,"Diabetes mellitus, no especificada",174,70,104
2016,Chimaltenango,Infarto agudo del miocardio,157,84,73
2016,Chimaltenango,Fibrosis y cirrosis del hígado,128,72,56
2016,Chimaltenango,Exposición a factores no especificados,116,90,26
2016,Chimaltenango,Enfermedad alcohólica del hígado,93,73,20
2016,Chimaltenango,Insuficiencia cardíaca,86,38,48
2016,Chimaltenango,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",75,40,35
2016,Chimaltenango,Tumor maligno del hígado y de las vías biliares intrahepáticas,64,33,31
2016,Chimaltenango,Tumor maligno del estómago,62,24,38
2016,Chimaltenango,Otras gastroenteritis y colitis de origen infeccioso y no especificado,61,35,26
2016,Chimaltenango,Diabetes mellitus no insulinodependiente,60,20,40
2016,Chimaltenango,Otras enfermedades pulmonares obstructivas crónicas,55,32,23
2016,Chimaltenango,Enfermedad renal crónica,52,24,28
2016,Chimaltenango,"Agresión con disparo de otras armas de fuego, y las no especificadas",47,44,3
2016,Chimaltenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",190,108,82
2016,Chimaltenango,Otras causas,"1,157",621,536
2016,Escuintla,Infarto agudo del miocardio,403,224,179
2016,Escuintla,"Agresión con disparo de otras armas de fuego, y las no especificadas",340,310,30
2016,Escuintla,"Diabetes mellitus, no especificada",315,123,192
2016,Escuintla,"Neumonía, organismo no especificado",263,162,101
2016,Escuintla,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",201,169,32
2016,Escuintla,Enfermedad renal crónica,154,85,69
2016,Escuintla,Exposición a factores no especificados,150,130,20
2016,Escuintla,Fibrosis y cirrosis del hígado,125,82,43
2016,Escuintla,Diabetes mellitus no insulinodependiente,105,36,69
2016,Escuintla,Tumor maligno del hígado y de las vías biliares intrahepáticas,83,40,43
2016,Escuintla,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",73,38,35
2016,Escuintla,"Otros trastornos de los líquidos, de los electrólitos y del equilibrio ácido-básico",65,40,25
2016,Escuintla,Tumor maligno del estómago,58,22,36
2016,Escuintla,Insuficiencia renal no especificada,55,31,24
2016,Escuintla,Otras enfermedades pulmonares obstructivas crónicas,48,25,23
2016,Escuintla,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",335,174,161
2016,Escuintla,Otras causas,"1,521",859,662
2016,Santa Rosa,Infarto agudo del miocardio,206,113,93
2016,Santa Rosa,"Diabetes mellitus, no especificada",114,48,66
2016,Santa Rosa,"Agresión con disparo de otras armas de fuego, y las no especificadas",102,92,10
2016,Santa Rosa,"Neumonía, organismo no especificado",96,48,48
2016,Santa Rosa,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",81,73,8
2016,Santa Rosa,Exposición a factores no especificados,69,54,15
2016,Santa Rosa,Insuficiencia cardíaca,65,28,37
2016,Santa Rosa,Enfermedad renal crónica,57,34,23
2016,Santa Rosa,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",45,22,23
2016,Santa Rosa,Fibrosis y cirrosis del hígado,37,27,10
2016,Santa Rosa,Otras sepsis,34,15,19
2016,Santa Rosa,Tumor maligno del hígado y de las vías biliares intrahepáticas,32,18,14
2016,Santa Rosa,Otras enfermedades pulmonares obstructivas crónicas,31,19,12
2016,Santa Rosa,Diabetes mellitus no insulinodependiente,30,16,14
2016,Santa Rosa,Tumor maligno del cuello del útero,28,-,28
2016,Santa Rosa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",184,91,93
2016,Santa Rosa,Otras causas,763,436,327
2016,Solola,"Neumonía, organismo no especificado",239,105,134
2016,Solola,"Diabetes mellitus, no especificada",83,26,57
2016,Solola,Otras gastroenteritis y colitis de origen infeccioso y no especificado,68,27,41
2016,Solola,Exposición a factores no especificados,56,42,14
2016,Solola,Infarto agudo del miocardio,55,29,26
2016,Solola,Fibrosis y cirrosis del hígado,50,31,19
2016,Solola,"Envenenamiento accidental por, y exposición al alcohol",48,47,1
2016,Solola,Diabetes mellitus no insulinodependiente,47,22,25
2016,Solola,"Desnutrición proteicocalórica, no especificada",37,15,22
2016,Solola,Enfermedad alcohólica del hígado,36,34,2
2016,Solola,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",35,17,18
2016,Solola,Enfermedad renal crónica,32,13,19
2016,Solola,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",31,24,7
2016,Solola,Tumor maligno del hígado y de las vías biliares intrahepáticas,28,12,16
2016,Solola,Tumor maligno del estómago,27,13,14
2016,Solola,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",234,116,118
2016,Solola,Otras causas,640,342,298
2016,Totonicapan,"Neumonía, organismo no especificado",217,109,108
2016,Totonicapan,"Diabetes mellitus, no especificada",127,76,51
2016,Totonicapan,Fibrosis y cirrosis del hígado,126,75,51
2016,Totonicapan,Otras gastroenteritis y colitis de origen infeccioso y no especificado,89,45,44
2016,Totonicapan,Exposición a factores no especificados,49,36,13
2016,Totonicapan,"Envenenamiento accidental por, y exposición al alcohol",45,41,4
2016,Totonicapan,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",40,32,8
2016,Totonicapan,Infarto agudo del miocardio,37,20,17
2016,Totonicapan,Enfermedad alcohólica del hígado,35,30,5
2016,Totonicapan,Diabetes mellitus no insulinodependiente,31,17,14
2016,Totonicapan,Tumor maligno de sitios no especificados,29,13,16
2016,Totonicapan,Otros trastornos del encéfalo,28,16,12
2016,Totonicapan,Hipertensión esencial (primaria),28,10,18
2016,Totonicapan,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",24,22,2
2016,Totonicapan,Úlcera gástrica,22,9,13
2016,Totonicapan,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",771,366,405
2016,Totonicapan,Otras causas,633,343,290
2016,Quetzaltenango,"Diabetes mellitus, no especificada",321,137,184
2016,Quetzaltenango,"Neumonía, organismo no especificado",280,136,144
2016,Quetzaltenango,Infarto agudo del miocardio,253,150,103
2016,Quetzaltenango,Insuficiencia cardíaca,208,87,121
2016,Quetzaltenango,Fibrosis y cirrosis del hígado,145,97,48
2016,Quetzaltenango,Exposición a factores no especificados,139,108,31
2016,Quetzaltenango,Enfermedad alcohólica del hígado,138,106,32
2016,Quetzaltenango,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",107,91,16
2016,Quetzaltenango,Diabetes mellitus no insulinodependiente,97,43,54
2016,Quetzaltenango,"Envenenamiento accidental por, y exposición al alcohol",90,76,14
2016,Quetzaltenango,Trastornos mentales y del comportamiento debidos al uso de alcohol,89,80,9
2016,Quetzaltenango,Tumor maligno del estómago,87,42,45
2016,Quetzaltenango,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",87,37,50
2016,Quetzaltenango,"Agresión con disparo de otras armas de fuego, y las no especificadas",79,64,15
2016,Quetzaltenango,Tumor maligno del hígado y de las vías biliares intrahepáticas,74,42,32
2016,Quetzaltenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",301,129,172
2016,Quetzaltenango,Otras causas,"1,981","1,025",956
2016,Suchitepequez,"Diabetes mellitus, no especificada",146,61,85
2016,Suchitepequez,Exposición a factores no especificados,128,108,20
2016,Suchitepequez,"Neumonía, organismo no especificado",114,61,53
2016,Suchitepequez,Insuficiencia renal no especificada,96,68,28
2016,Suchitepequez,Infarto agudo del miocardio,88,48,40
2016,Suchitepequez,Fibrosis y cirrosis del hígado,78,44,34
2016,Suchitepequez,Enfermedad renal crónica,61,37,24
2016,Suchitepequez,"Disparo de otras armas de fuego, y las no especificadas",42,35,7
2016,Suchitepequez,Tumor maligno del hígado y de las vías biliares intrahepáticas,41,21,20
2016,Suchitepequez,Otras gastroenteritis y colitis de origen infeccioso y no especificado,32,22,10
2016,Suchitepequez,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",32,26,6
2016,Suchitepequez,"Agresión con disparo de otras armas de fuego, y las no especificadas",31,31,-
2016,Suchitepequez,Tumor maligno del estómago,27,14,13
2016,Suchitepequez,Otras sepsis,24,10,14
2016,Suchitepequez,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",23,13,10
2016,Suchitepequez,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte","1,151",612,539
2016,Suchitepequez,Otras causas,717,401,316
2016,Retalhuleu,"Diabetes mellitus, no especificada",106,48,58
2016,Retalhuleu,Insuficiencia renal no especificada,105,71,34
2016,Retalhuleu,"Neumonía, organismo no especificado",81,43,38
2016,Retalhuleu,Infarto agudo del miocardio,74,48,26
2016,Retalhuleu,"Agresión con disparo de otras armas de fuego, y las no especificadas",69,62,7
2016,Retalhuleu,Fibrosis y cirrosis del hígado,56,34,22
2016,Retalhuleu,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",48,42,6
2016,Retalhuleu,Exposición a factores no especificados,41,35,6
2016,Retalhuleu,Enfermedad renal crónica,32,22,10
2016,Retalhuleu,Otras gastroenteritis y colitis de origen infeccioso y no especificado,24,18,6
2016,Retalhuleu,Insuficiencia cardíaca,23,14,9
2016,Retalhuleu,Tumor maligno de sitios no especificados,22,6,16
2016,Retalhuleu,Otras anemias,21,13,8
2016,Retalhuleu,Otros trastornos del encéfalo,21,12,9
2016,Retalhuleu,Otros trastornos y los no especificados del sistema circulatorio,18,6,12
2016,Retalhuleu,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",629,333,296
2016,Retalhuleu,Otras causas,504,281,223
2016,San Marcos,"Neumonía, organismo no especificado",651,356,295
2016,San Marcos,Infarto agudo del miocardio,362,199,163
2016,San Marcos,"Diabetes mellitus, no especificada",197,79,118
2016,San Marcos,Otras gastroenteritis y colitis de origen infeccioso y no especificado,186,112,74
2016,San Marcos,Fibrosis y cirrosis del hígado,176,117,59
2016,San Marcos,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",133,74,59
2016,San Marcos,Exposición a factores no especificados,118,97,21
2016,San Marcos,Insuficiencia cardíaca,109,53,56
2016,San Marcos,Tumor maligno del hígado y de las vías biliares intrahepáticas,90,45,45
2016,San Marcos,"Envenenamiento accidental por, y exposición al alcohol",90,83,7
2016,San Marcos,Diabetes mellitus no insulinodependiente,84,24,60
2016,San Marcos,Enfermedad renal crónica,84,37,47
2016,San Marcos,"Desnutrición proteicocalórica, no especificada",81,42,39
2016,San Marcos,"Agresión con disparo de otras armas de fuego, y las no especificadas",81,70,11
2016,San Marcos,Tumor maligno del estómago,79,41,38
2016,San Marcos,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",325,169,156
2016,San Marcos,Otras causas,"1,662",940,722
2016,Huehuetenango,"Neumonía, organismo no especificado",587,339,248
2016,Huehuetenango,Infarto agudo del miocardio,278,146,132
2016,Huehuetenango,"Diabetes mellitus, no especificada",236,97,139
2016,Huehuetenango,Otras gastroenteritis y colitis de origen infeccioso y no especificado,231,118,113
2016,Huehuetenango,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",147,79,68
2016,Huehuetenango,Tumor maligno del estómago,135,75,60
2016,Huehuetenango,Exposición a factores no especificados,133,109,24
2016,Huehuetenango,Insuficiencia cardíaca,115,56,59
2016,Huehuetenango,Fibrosis y cirrosis del hígado,107,69,38
2016,Huehuetenango,Tumor maligno del hígado y de las vías biliares intrahepáticas,93,43,50
2016,Huehuetenango,"Envenenamiento accidental por, y exposición al alcohol",71,71,-
2016,Huehuetenango,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",68,59,9
2016,Huehuetenango,Diabetes mellitus no insulinodependiente,67,28,39
2016,Huehuetenango,Otras enfermedades cerebrovasculares,66,26,40
2016,Huehuetenango,Enfermedad renal crónica,63,25,38
2016,Huehuetenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",200,107,93
2016,Huehuetenango,Otras causas,"1,727",897,830
2016,Quiche,"Neumonía, organismo no especificado",415,206,209
2016,Quiche,Otras gastroenteritis y colitis de origen infeccioso y no especificado,188,88,100
2016,Quiche,Infarto agudo del miocardio,140,59,81
2016,Quiche,"Diabetes mellitus, no especificada",120,50,70
2016,Quiche,Exposición a factores no especificados,90,80,10
2016,Quiche,"Envenenamiento accidental por, y exposición al alcohol",70,69,1
2016,Quiche,Fibrosis y cirrosis del hígado,65,40,25
2016,Quiche,Tumor maligno del estómago,63,32,31
2016,Quiche,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",59,48,11
2016,Quiche,Enfermedad alcohólica del hígado,58,47,11
