Año,Edad,Causa de muerte,Total,Hombres,Mujeres
2014,45 - 49 años,Infarto agudo del miocardio,137,84,53
2014,45 - 49 años,"Neumonía, organismo no especificado",122,75,47
2014,45 - 49 años,Enfermedad alcohólica del hígado,104,92,12
2014,45 - 49 años,"Envenenamiento accidental por, y exposición al alcohol",81,72,9
2014,45 - 49 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,77,26,51
2014,45 - 49 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",75,60,15
2014,45 - 49 años,Diabetes mellitus no insulinodependiente,68,26,42
2014,45 - 49 años,Diarrea y gastroenteritis de presunto origen infeccioso,57,32,25
2014,45 - 49 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",57,24,33
2014,45 - 49 años,Insuficiencia renal crónica,53,32,21
2014,45 - 49 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",117,77,40
2014,45 - 49 años,Otras causas,1238,685,553
2014,50 - 54 años,"Diabetes mellitus, no especificada",327,124,203
2014,50 - 54 años,Fibrosis y cirrosis del hígado,243,184,59
2014,50 - 54 años,Infarto agudo del miocardio,225,136,89
2014,50 - 54 años,Exposición a factores no especificados,176,150,26
2014,50 - 54 años,"Neumonía, organismo no especificado",154,82,72
2014,50 - 54 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",128,106,22
2014,50 - 54 años,Diabetes mellitus no insulinodependiente,126,45,81
2014,50 - 54 años,Enfermedad alcohólica del hígado,113,96,17
2014,50 - 54 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,108,56,52
2014,50 - 54 años,Tumor maligno del estómago,78,31,47
2014,50 - 54 años,Insuficiencia renal crónica,72,34,38
2014,50 - 54 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",67,38,29
2014,50 - 54 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",61,48,13
2014,50 - 54 años,"Envenenamiento accidental por, y exposición al alcohol",61,56,5
2014,50 - 54 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",139,77,62
2014,50 - 54 años,Otras causas,1434,782,652
2014,55 - 59 años,"Diabetes mellitus, no especificada",499,189,310
2014,55 - 59 años,Infarto agudo del miocardio,287,161,126
2014,55 - 59 años,Fibrosis y cirrosis del hígado,255,157,98
2014,55 - 59 años,"Neumonía, organismo no especificado",210,106,104
2014,55 - 59 años,Diabetes mellitus no insulinodependiente,177,70,107
2014,55 - 59 años,Exposición a factores no especificados,172,147,25
2014,55 - 59 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,136,51,85
2014,55 - 59 años,Tumor maligno del estómago,128,37,91
2014,55 - 59 años,Insuficiencia renal crónica,96,62,34
2014,55 - 59 años,Enfermedad alcohólica del hígado,85,73,12
2014,55 - 59 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",84,39,45
2014,55 - 59 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",82,72,10
2014,55 - 59 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",70,54,16
2014,55 - 59 años,Insuficiencia renal no especificada,62,28,34
2014,55 - 59 años,Diarrea y gastroenteritis de presunto origen infeccioso,61,32,29
2014,55 - 59 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",203,107,96
2014,55 - 59 años,Otras causas,1703,850,853
2014,60 - 64 años,"Diabetes mellitus, no especificada",571,241,330
2014,60 - 64 años,Infarto agudo del miocardio,397,229,168
2014,60 - 64 años,"Neumonía, organismo no especificado",266,135,131
2014,60 - 64 años,Fibrosis y cirrosis del hígado,263,133,130
2014,60 - 64 años,Diabetes mellitus no insulinodependiente,209,88,121
2014,60 - 64 años,Tumor maligno del estómago,180,79,101
2014,60 - 64 años,Insuficiencia renal crónica,149,77,72
2014,60 - 64 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,145,58,87
2014,60 - 64 años,Exposición a factores no especificados,138,116,22
2014,60 - 64 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",113,66,47
2014,60 - 64 años,Insuficiencia renal no especificada,96,45,51
2014,60 - 64 años,Enfermedad alcohólica del hígado,75,65,10
2014,60 - 64 años,Diarrea y gastroenteritis de presunto origen infeccioso,69,38,31
2014,60 - 64 años,Insuficiencia cardíaca,67,32,35
2014,60 - 64 años,Otras septicemias,61,31,30
2014,60 - 64 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",208,108,100
2014,60 - 64 años,Otras causas,1805,928,877
2014,65 - 69 años,"Diabetes mellitus, no especificada",615,266,349
2014,65 - 69 años,Infarto agudo del miocardio,447,242,205
2014,65 - 69 años,"Neumonía, organismo no especificado",314,170,144
2014,65 - 69 años,Fibrosis y cirrosis del hígado,225,118,107
2014,65 - 69 años,Diabetes mellitus no insulinodependiente,196,77,119
2014,65 - 69 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,179,82,97
2014,65 - 69 años,Tumor maligno del estómago,173,73,100
2014,65 - 69 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",149,81,68
2014,65 - 69 años,Insuficiencia renal crónica,130,70,60
2014,65 - 69 años,Exposición a factores no especificados,125,99,26
2014,65 - 69 años,Diarrea y gastroenteritis de presunto origen infeccioso,96,43,53
2014,65 - 69 años,Insuficiencia renal no especificada,96,53,43
2014,65 - 69 años,Otras septicemias,80,27,53
2014,65 - 69 años,Insuficiencia cardíaca,74,34,40
2014,65 - 69 años,Otras enfermedades cerebrovasculares,72,29,43
2014,65 - 69 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",251,125,126
2014,65 - 69 años,Otras causas,1881,1063,818
2014,70 - 74 años,"Diabetes mellitus, no especificada",528,236,292
2014,70 - 74 años,Infarto agudo del miocardio,491,259,232
2014,70 - 74 años,"Neumonía, organismo no especificado",469,245,224
2014,70 - 74 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",223,110,113
2014,70 - 74 años,Diabetes mellitus no insulinodependiente,187,77,110
2014,70 - 74 años,Fibrosis y cirrosis del hígado,187,105,82
2014,70 - 74 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,185,90,95
2014,70 - 74 años,Tumor maligno del estómago,172,84,88
2014,70 - 74 años,Insuficiencia cardíaca,142,63,79
2014,70 - 74 años,Exposición a factores no especificados,131,95,36
2014,70 - 74 años,Insuficiencia renal crónica,119,65,54
2014,70 - 74 años,Otras enfermedades cerebrovasculares,109,55,54
2014,70 - 74 años,Insuficiencia renal no especificada,95,54,41
2014,70 - 74 años,"Desnutrición proteicocalórica, no especificada",89,40,49
2014,70 - 74 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",338,161,177
2014,70 - 74 años,Otras causas,1919,1047,872
2014,75 - 79 años,Infarto agudo del miocardio,679,375,304
2014,75 - 79 años,"Neumonía, organismo no especificado",679,346,333
2014,75 - 79 años,"Diabetes mellitus, no especificada",485,203,282
2014,75 - 79 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",294,148,146
2014,75 - 79 años,Diabetes mellitus no insulinodependiente,201,86,115
2014,75 - 79 años,Insuficiencia cardíaca,197,99,98
2014,75 - 79 años,Tumor maligno del estómago,175,86,89
2014,75 - 79 años,"Desnutrición proteicocalórica, no especificada",163,76,87
2014,75 - 79 años,Insuficiencia renal crónica,159,100,59
2014,75 - 79 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,155,70,85
2014,75 - 79 años,Fibrosis y cirrosis del hígado,134,70,64
2014,75 - 79 años,Diarrea y gastroenteritis de presunto origen infeccioso,126,59,67
2014,75 - 79 años,Otras enfermedades cerebrovasculares,118,70,48
2014,75 - 79 años,Exposición a factores no especificados,115,67,48
2014,75 - 79 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",449,210,239
2014,75 - 79 años,Otras causas,2041,1055,986
2014,80 - 84 años,"Neumonía, organismo no especificado",850,444,406
2014,80 - 84 años,Infarto agudo del miocardio,792,398,394
2014,80 - 84 años,"Diabetes mellitus, no especificada",393,166,227
2014,80 - 84 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",347,157,190
2014,80 - 84 años,Insuficiencia cardíaca,278,140,138
2014,80 - 84 años,"Desnutrición proteicocalórica, no especificada",212,92,120
2014,80 - 84 años,Tumor maligno del estómago,168,82,86
2014,80 - 84 años,Otras enfermedades pulmonares obstructivas crónicas,138,65,73
2014,80 - 84 años,Exposición a factores no especificados,138,71,67
2014,80 - 84 años,Diabetes mellitus no insulinodependiente,137,52,85
2014,80 - 84 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,136,57,79
2014,80 - 84 años,Otras enfermedades cerebrovasculares,134,70,64
2014,80 - 84 años,Diarrea y gastroenteritis de presunto origen infeccioso,133,57,76
2014,80 - 84 años,Insuficiencia renal crónica,124,59,65
2014,80 - 84 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",693,333,360
2014,80 - 84 años,Otras causas,2097,1032,1065
2014,85 y más,Infarto agudo del miocardio,1556,745,811
2014,85 y más,"Neumonía, organismo no especificado",1464,752,712
2014,85 y más,Insuficiencia cardíaca,529,228,301
2014,85 y más,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",490,256,234
2014,85 y más,"Diabetes mellitus, no especificada",383,143,240
2014,85 y más,"Desnutrición proteicocalórica, no especificada",383,178,205
2014,85 y más,Otras enfermedades pulmonares obstructivas crónicas,262,127,135
2014,85 y más,Hipertensión esencial (primaria),213,103,110
2014,85 y más,Diarrea y gastroenteritis de presunto origen infeccioso,158,76,82
2014,85 y más,Otras enfermedades cerebrovasculares,158,59,99
2014,85 y más,Exposición a factores no especificados,153,81,72
2014,85 y más,Tumor maligno del estómago,146,60,86
2014,85 y más,Insuficiencia renal crónica,146,84,62
2014,85 y más,Insuficiencia renal no especificada,140,63,77
2014,85 y más,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1383,621,762
2014,85 y más,Otras causas,2461,1157,1304
2015,1- 6 días,Dificultad respiratoria del recién nacido,420,249,171
2015,1- 6 días,Sepsis bacteriana del recién nacido,175,117,58
2015,1- 6 días,"Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",174,105,69
2015,1- 6 días,Neumonía congénita,167,98,69
2015,1- 6 días,Síndromes de aspiración neonatal,161,91,70
2015,1- 6 días,Asfixia del nacimiento,141,83,58
2015,1- 6 días,"Otras malformaciones congénitas, no clasificadas en otra parte",132,69,63
2015,1- 6 días,Trastornos cardiovasculares originados en el período perinatal,127,74,53
2015,1- 6 días,Otras malformaciones congénitas del corazón,73,44,29
2015,1- 6 días,Coagulación intravascular diseminada en el feto y el recién nacido,46,28,18
2015,1- 6 días,Hemorragia pulmonar originada en el período perinatal,44,17,27
2015,1- 6 días,"Otros problemas respiratorios del recién nacido, originados en el período perinatal",29,21,8
2015,1- 6 días,"Enfisema intersticial y afecciones relacionadas, originadas en el período perinatal",20,12,8
2015,1- 6 días,Anencefalia y malformaciones congénitas similares,20,11,9
2015,1- 6 días,Hemorragia intracraneal no traumática del feto y del recién nacido,19,10,9
2015,1- 6 días,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",87,44,43
2015,1- 6 días,Otras causas,309,174,135
2015,7 - 27 días,Neumonía congénita,222,138,84
2015,7 - 27 días,Sepsis bacteriana del recién nacido,177,97,80
2015,7 - 27 días,Dificultad respiratoria del recién nacido,110,67,43
2015,7 - 27 días,"Trastornos relacionados con duración corta de la gestación y con bajo peso al nacer, no clasificados en otra parte",84,39,45
2015,7 - 27 días,Enterocolitis necrotizante del feto y del recién nacido,76,37,39
2015,7 - 27 días,Coagulación intravascular diseminada en el feto y el recién nacido,74,41,33
2015,7 - 27 días,Otras malformaciones congénitas del corazón,68,34,34
2015,7 - 27 días,Trastornos cardiovasculares originados en el período perinatal,52,27,25
2015,7 - 27 días,Síndromes de aspiración neonatal,49,28,21
2015,7 - 27 días,"Otras malformaciones congénitas, no clasificadas en otra parte",45,22,23
2015,7 - 27 días,Asfixia del nacimiento,43,29,14
2015,7 - 27 días,Hemorragia pulmonar originada en el período perinatal,43,26,17
2015,7 - 27 días,Otros trastornos perinatales del sistema digestivo,26,11,15
2015,7 - 27 días,Hemorragia intracraneal no traumática del feto y del recién nacido,23,14,9
2015,7 - 27 días,"Otros problemas respiratorios del recién nacido, originados en el período perinatal",22,17,5
2015,7 - 27 días,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",83,48,35
2015,7 - 27 días,Otras causas,319,191,128
2015,28 días a menos de 1 año,"Neumonía, organismo no especificado",1313,740,573
2015,28 días a menos de 1 año,Otras gastroenteritis y colitis de origen infeccioso y no especificado,405,215,190
2015,28 días a menos de 1 año,Otras sepsis,191,105,86
2015,28 días a menos de 1 año,Otras malformaciones congénitas del corazón,168,86,82
2015,28 días a menos de 1 año,Policitemia vera,77,41,36
2015,28 días a menos de 1 año,"Neumonía bacteriana, no clasificada en otra parte",70,42,28
2015,28 días a menos de 1 año,"Desnutrición proteicocalórica severa, no especificada",58,28,30
2015,28 días a menos de 1 año,"Otras malformaciones congénitas, no clasificadas en otra parte",54,30,24
2015,28 días a menos de 1 año,"Otros trastornos de los líquidos, de los electrólitos y del equilibrio ácido-básico",52,33,19
2015,28 días a menos de 1 año,"Desnutrición proteicocalórica, no especificada",50,25,25
2015,28 días a menos de 1 año,Otros trastornos respiratorios,50,28,22
2015,28 días a menos de 1 año,Afecciones respiratorias debidas a otros agentes externos,48,25,23
2015,28 días a menos de 1 año,Obstrucción no especificada de la respiración,48,21,27
2015,28 días a menos de 1 año,Sepsis bacteriana del recién nacido,41,21,20
2015,28 días a menos de 1 año,Neumotórax,37,25,12
2015,28 días a menos de 1 año,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",466,251,215
2015,28 días a menos de 1 año,Otras causas,1152,650,502
2015,1 año,"Neumonía, organismo no especificado",385,212,173
2015,1 año,Otras gastroenteritis y colitis de origen infeccioso y no especificado,298,145,153
2015,1 año,Otras sepsis,41,26,15
2015,1 año,"Otros trastornos de los líquidos, de los electrólitos y del equilibrio ácido-básico",31,17,14
2015,1 año,"Desnutrición proteicocalórica, no especificada",29,13,16
2015,1 año,Otras malformaciones congénitas del corazón,27,14,13
2015,1 año,"Desnutrición proteicocalórica severa, no especificada",24,8,16
2015,1 año,Amiloidosis,16,10,6
2015,1 año,"Neumonía bacteriana, no clasificada en otra parte",16,8,8
2015,1 año,Obstrucción no especificada de la respiración,16,9,7
2015,1 año,Otros trastornos respiratorios,15,6,9
2015,1 año,Policitemia vera,13,9,4
2015,1 año,Exposición a factores no especificados,12,9,3
2015,1 año,Hidrocéfalo,11,5,6
2015,1 año,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",146,87,59
2015,1 año,Otras causas,321,146,175
2015,2 años,"Neumonía, organismo no especificado",126,68,58
2015,2 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,82,32,50
2015,2 años,Exposición a factores no especificados,15,7,8
2015,2 años,"Desnutrición proteicocalórica severa, no especificada",13,8,5
2015,2 años,"Desnutrición proteicocalórica, no especificada",11,7,4
2015,2 años,Ahogamiento y sumersión no especificados,10,7,3
2015,2 años,Otras sepsis,9,6,3
2015,2 años,Parálisis cerebral,9,6,3
2015,2 años,Epilepsia,8,4,4
2015,2 años,Otros trastornos respiratorios,8,4,4
2015,2 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",8,6,2
2015,2 años,"Exposición a humos, fuegos o llamas no especificados",7,3,4
2015,2 años,Amiloidosis,6,3,3
2015,2 años,"Otros trastornos de los líquidos, de los electrólitos y del equilibrio ácido-básico",6,5,1
2015,2 años,"Neumonía bacteriana, no clasificada en otra parte",6,4,2
2015,2 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",63,34,29
2015,2 años,Otras causas,176,86,90
2015,3 años,"Neumonía, organismo no especificado",52,31,21
2015,3 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,37,19,18
2015,3 años,Exposición a factores no especificados,17,10,7
2015,3 años,"Exposición a humos, fuegos o llamas no especificados",9,3,6
2015,3 años,Otras sepsis,7,2,5
2015,3 años,Ahogamiento y sumersión no especificados,7,2,5
2015,3 años,Epilepsia,6,2,4
2015,3 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",6,3,3
2015,3 años,Leucemia linfoide,5,4,1
2015,3 años,Agresión por medios no especificados,5,2,3
2015,3 años,Policitemia vera,4,1,3
2015,3 años,"Otros trastornos de los líquidos, de los electrólitos y del equilibrio ácido-básico",4,3,1
2015,3 años,Otros trastornos respiratorios,4,1,3
2015,3 años,"Obstrucción de la respiración debida a hundimiento, caída de tierra u otras sustancias",4,2,2
2015,3 años,"Desnutrición proteicocalórica severa, no especificada",3,1,2
2015,3 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",25,15,10
2015,3 años,Otras causas,101,46,55
2015,4 años,"Neumonía, organismo no especificado",32,18,14
2015,4 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,30,19,11
2015,4 años,Exposición a factores no especificados,15,11,4
2015,4 años,Otras malformaciones congénitas del corazón,7,1,6
2015,4 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",7,6,1
2015,4 años,Otros trastornos del encéfalo,6,4,2
2015,4 años,Fiebre del dengue hemorrágico,5,2,3
2015,4 años,Epilepsia,5,3,2
2015,4 años,Otras sepsis,4,2,2
2015,4 años,Tumor maligno del ojo y sus anexos,4,2,2
2015,4 años,Leucemia de células de tipo no especificado,3,2,1
2015,4 años,Amiloidosis,3,1,2
2015,4 años,Obstrucción no especificada de la respiración,3,1,2
2015,4 años,"Parasitosis intestinal, sin otra especificación",2,1,1
2015,4 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",16,6,10
2015,4 años,Otras causas,79,43,36
2015,5 - 9 años,"Neumonía, organismo no especificado",99,53,46
2015,5 - 9 años,Exposición a factores no especificados,77,55,22
2015,5 - 9 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,63,38,25
2015,5 - 9 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",30,26,4
2015,5 - 9 años,Ahogamiento y sumersión no especificados,19,15,4
2015,5 - 9 años,Otras sepsis,18,7,11
2015,5 - 9 años,Leucemia linfoide,17,11,6
2015,5 - 9 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",12,6,6
2015,5 - 9 años,Ileo paralítico y obstrucción intestinal sin hernia,11,9,2
2015,5 - 9 años,Leucemia de células de tipo no especificado,9,6,3
2015,5 - 9 años,Epilepsia,9,6,3
2015,5 - 9 años,Parálisis cerebral,9,8,1
2015,5 - 9 años,Hidrocéfalo,9,3,6
2015,5 - 9 años,"Obstrucción de la respiración debida a hundimiento, caída de tierra u otras sustancias",9,7,2
2015,5 - 9 años,Otras enfermedades del sistema digestivo,8,2,6
2015,5 - 9 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",83,38,45
2015,5 - 9 años,Otras causas,299,164,135
2015,10 - 14 años,Exposición a factores no especificados,72,53,19
2015,10 - 14 años,"Neumonía, organismo no especificado",70,39,31
2015,10 - 14 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",58,40,18
2015,10 - 14 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,50,28,22
2015,10 - 14 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",43,32,11
2015,10 - 14 años,Ahogamiento y sumersión no especificados,30,25,5
2015,10 - 14 años,Otros estrangulamientos y ahorcamientos accidentales,26,11,15
2015,10 - 14 años,Enfermedad renal crónica,23,13,10
2015,10 - 14 años,Leucemia linfoide,22,10,12
2015,10 - 14 años,"Obstrucción de la respiración debida a hundimiento, caída de tierra u otras sustancias",17,8,9
2015,10 - 14 años,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",17,10,7
2015,10 - 14 años,"Disparo de otras armas de fuego, y las no especificadas",15,11,4
2015,10 - 14 años,Otras sepsis,13,8,5
2015,10 - 14 años,Leucemia de células de tipo no especificado,11,8,3
2015,10 - 14 años,Neumocistosis,10,4,6
2015,10 - 14 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",70,43,27
2015,10 - 14 años,Otras causas,328,166,162
2015,15 - 19 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",513,439,74
2015,15 - 19 años,Exposición a factores no especificados,235,195,40
2015,15 - 19 años,"Disparo de otras armas de fuego, y las no especificadas",115,107,8
2015,15 - 19 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",111,95,16
2015,15 - 19 años,"Neumonía, organismo no especificado",57,33,24
2015,15 - 19 años,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",57,30,27
2015,15 - 19 años,Otros estrangulamientos y ahorcamientos accidentales,52,36,16
2015,15 - 19 años,Agresión con objeto cortante,44,39,5
2015,15 - 19 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,42,26,16
2015,15 - 19 años,Ahogamiento y sumersión no especificados,37,31,6
2015,15 - 19 años,Enfermedad renal crónica,33,12,21
2015,15 - 19 años,Leucemia linfoide,28,16,12
2015,15 - 19 años,Infarto agudo del miocardio,27,13,14
2015,15 - 19 años,"Envenenamiento autoinfligido intencionalmente por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados",27,11,16
2015,15 - 19 años,Agresión por medios no especificados,27,21,6
2015,15 - 19 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",140,70,70
2015,15 - 19 años,Otras causas,808,418,390
2015,20 - 24 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",673,613,60
2015,20 - 24 años,Exposición a factores no especificados,385,343,42
2015,20 - 24 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",179,159,20
2015,20 - 24 años,"Disparo de otras armas de fuego, y las no especificadas",148,136,12
2015,20 - 24 años,"Neumonía, organismo no especificado",75,51,24
2015,20 - 24 años,Agresión con objeto cortante,59,50,9
2015,20 - 24 años,Otros estrangulamientos y ahorcamientos accidentales,51,43,8
2015,20 - 24 años,Infarto agudo del miocardio,48,31,17
2015,20 - 24 años,Agresión por medios no especificados,47,45,2
2015,20 - 24 años,Ahogamiento y sumersión no especificados,43,40,3
2015,20 - 24 años,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",41,35,6
2015,20 - 24 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,40,22,18
2015,20 - 24 años,Enfermedad renal crónica,35,15,20
2015,20 - 24 años,"Envenenamiento accidental por, y exposición al alcohol",34,31,3
2015,20 - 24 años,"Contacto traumático con cuchillo, espada, daga o puñal",26,25,1
2015,20 - 24 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",138,83,55
2015,20 - 24 años,Otras causas,903,514,389
2015,25 - 29 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",518,466,52
2015,25 - 29 años,Exposición a factores no especificados,275,250,25
2015,25 - 29 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",149,136,13
2015,25 - 29 años,"Disparo de otras armas de fuego, y las no especificadas",111,105,6
2015,25 - 29 años,"Neumonía, organismo no especificado",88,54,34
2015,25 - 29 años,Fibrosis y cirrosis del hígado,57,47,10
2015,25 - 29 años,Agresión con objeto cortante,54,48,6
2015,25 - 29 años,Agresión por medios no especificados,54,52,2
2015,25 - 29 años,Infarto agudo del miocardio,50,36,14
2015,25 - 29 años,Otros estrangulamientos y ahorcamientos accidentales,44,37,7
2015,25 - 29 años,Enfermedad alcohólica del hígado,37,31,6
2015,25 - 29 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,34,25,9
2015,25 - 29 años,"Envenenamiento accidental por, y exposición al alcohol",33,32,1
2015,25 - 29 años,Ahogamiento y sumersión no especificados,27,26,1
2015,25 - 29 años,"Lesión autoinfligida intencionalmente por ahorcamiento, estrangulamiento o sofocación",25,21,4
2015,25 - 29 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",160,93,67
2015,25 - 29 años,Otras causas,900,495,405
2015,30 - 34 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",403,358,45
2015,30 - 34 años,Exposición a factores no especificados,240,208,32
2015,30 - 34 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",146,129,17
2015,30 - 34 años,Fibrosis y cirrosis del hígado,104,86,18
2015,30 - 34 años,"Disparo de otras armas de fuego, y las no especificadas",103,90,13
2015,30 - 34 años,"Neumonía, organismo no especificado",86,56,30
2015,30 - 34 años,Enfermedad alcohólica del hígado,79,65,14
2015,30 - 34 años,Infarto agudo del miocardio,68,46,22
2015,30 - 34 años,"Diabetes mellitus, no especificada",60,30,30
2015,30 - 34 años,"Envenenamiento accidental por, y exposición al alcohol",59,52,7
2015,30 - 34 años,Trastornos mentales y del comportamiento debidos al uso de alcohol,49,46,3
2015,30 - 34 años,Agresión por medios no especificados,42,39,3
2015,30 - 34 años,Agresión con objeto cortante,40,32,8
2015,30 - 34 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,33,14,19
2015,30 - 34 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",178,102,76
2015,30 - 34 años,Otras causas,106,578,482
2015,35 - 39 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",345,308,37
2015,35 - 39 años,Exposición a factores no especificados,212,187,25
2015,35 - 39 años,Fibrosis y cirrosis del hígado,160,133,27
2015,35 - 39 años,"Neumonía, organismo no especificado",112,71,41
2015,35 - 39 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",109,83,26
2015,35 - 39 años,Enfermedad alcohólica del hígado,106,92,14
2015,35 - 39 años,"Diabetes mellitus, no especificada",92,54,38
2015,35 - 39 años,Infarto agudo del miocardio,92,55,37
2015,35 - 39 años,"Disparo de otras armas de fuego, y las no especificadas",82,71,11
2015,35 - 39 años,"Envenenamiento accidental por, y exposición al alcohol",82,74,8
2015,35 - 39 años,Trastornos mentales y del comportamiento debidos al uso de alcohol,73,70,3
2015,35 - 39 años,Tumor maligno del estómago,41,14,27
2015,35 - 39 años,"Enfermedad por virus de la inmunodeficiencia humana [VIH], sin otra especificación",40,26,14
2015,35 - 39 años,Otras gastroenteritis y colitis de origen infeccioso y no especificado,38,22,16
2015,35 - 39 años,Agresión con objeto cortante,37,33,4
2015,35 - 39 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",177,103,74
2015,35 - 39 años,Otras causas,128,707,573
2015,40 - 44 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",246,215,31
2015,40 - 44 años,Fibrosis y cirrosis del hígado,207,176,31
2015,40 - 44 años,Exposición a factores no especificados,170,142,28
2015,40 - 44 años,"Diabetes mellitus, no especificada",159,86,73
2015,40 - 44 años,Enfermedad alcohólica del hígado,118,103,15
2015,40 - 44 años,Infarto agudo del miocardio,99,58,41
2015,40 - 44 años,"Neumonía, organismo no especificado",85,48,37
2015,40 - 44 años,"Envenenamiento accidental por, y exposición al alcohol",81,73,8
2015,40 - 44 años,Trastornos mentales y del comportamiento debidos al uso de alcohol,74,70,4
2015,40 - 44 años,"Accidente de vehículo de motor o sin motor, tipo de vehículo no especificado",69,62,7
