Año,Tipo,Departamento_residencia,Todas las causas,Total,Hombres,Mujeres,Ignorado
2013,Externos,Totonicapan,Conjuntivitis,62,24,35,3
2013,Externos,Totonicapan,Bronquitis aguda,61,31,30,
2013,Externos,Totonicapan,Síndrome del colon irritable,60,14,46,
2013,Externos,Totonicapan,Otros estados postquirúrgicos,58,16,42,
2013,Externos,Totonicapan,Traumatismo de regiones no especificadas del cuerpo,56,26,30,
2013,Externos,Totonicapan,Acné,54,28,26,
2013,Externos,Totonicapan,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",394,149,245,
2013,Externos,Totonicapan,Otras causas,2891,1011,1875,5
2013,Externos,Quetzaltenango,Supervisión de embarazo normal,3134,,3134,
2013,Externos,Quetzaltenango,Atención para la anticoncepción,1345,311,1034,
2013,Externos,Quetzaltenango,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,1239,90,1149,
2013,Externos,Quetzaltenango,Otras afecciones inflamatorias de la vagina y de la vulva,1048,,1048,
2013,Externos,Quetzaltenango,Otros trastornos del sistema urinario,879,246,633,
2013,Externos,Quetzaltenango,Diarrea y gastroenteritis de presunto origen infeccioso,875,436,439,
2013,Externos,Quetzaltenango,"Infecciones agudas de las vías respiratorias superiores, de sitios múltiples o no especificados",749,347,402,
2013,Externos,Quetzaltenango,Trastornos de la acomodación y de la refracción,615,253,356,6
2013,Externos,Quetzaltenango,"Diabetes mellitus, no especificada",544,235,309,
2013,Externos,Quetzaltenango,Examen general e investigación de personas sin quejas o sin diagnóstico informado,531,292,239,
2013,Externos,Quetzaltenango,Otras enfermedades del estómago y del duodeno,487,199,288,
2013,Externos,Quetzaltenango,Otras cataratas,481,192,279,10
2013,Externos,Quetzaltenango,Personas en contacto con los servicios de salud por otras circunstancias,480,253,226,1
2013,Externos,Quetzaltenango,Hipertensión esencial (primaria),363,153,210,
2013,Externos,Quetzaltenango,Otitis media supurativa y la no especificada,334,135,199,
2013,Externos,Quetzaltenango,Diabetes mellitus no insulinodependiente,320,113,207,
2013,Externos,Quetzaltenango,Gastritis y duodenitis,318,133,185,
2013,Externos,Quetzaltenango,Amigdalitis aguda,301,147,154,
2013,Externos,Quetzaltenango,"Estado de embarazo, incidental",301,,301,
2013,Externos,Quetzaltenango,"Menstruación ausente, escasa o rara",260,,260,
2013,Externos,Quetzaltenango,"Personas en contacto con los servicios de salud por otras consultas y consejos médicos, no clasificados en otra parte",259,120,138,1
2013,Externos,Quetzaltenango,Conjuntivitis,256,139,114,3
2013,Externos,Quetzaltenango,Traumatismo de regiones no especificadas del cuerpo,250,132,115,3
2013,Externos,Quetzaltenango,Glaucoma,243,100,143,
2013,Externos,Quetzaltenango,Otros trastornos de la conjuntiva,239,109,129,1
2013,Externos,Quetzaltenango,Síndrome del colon irritable,221,101,120,
2013,Externos,Quetzaltenango,Rinofaringitis aguda [resfriado común],184,96,88,
2013,Externos,Quetzaltenango,Otras hemorragias uterinas o vaginales anormales,168,,168,
2013,Externos,Quetzaltenango,Bronquitis aguda,166,84,82,
2013,Externos,Quetzaltenango,Otras anemias,160,67,93,
2013,Externos,Quetzaltenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1698,732,962,4
2013,Externos,Quetzaltenango,Otras causas,7810,3186,4593,31
2013,Externos,Suchitepequez,Diarrea y gastroenteritis de presunto origen infeccioso,846,337,509,
2013,Externos,Suchitepequez,Otros trastornos del sistema urinario,584,171,412,1
2013,Externos,Suchitepequez,"Diabetes mellitus, no especificada",448,151,297,
2013,Externos,Suchitepequez,Otras enfermedades del estómago y del duodeno,322,99,223,
2013,Externos,Suchitepequez,Rinofaringitis aguda [resfriado común],203,72,131,
2013,Externos,Suchitepequez,Glaucoma,159,54,103,2
2013,Externos,Suchitepequez,Trastornos de la acomodación y de la refracción,144,62,79,3
2013,Externos,Suchitepequez,Amigdalitis aguda,133,50,83,
2013,Externos,Suchitepequez,Otras cataratas,131,60,69,2
2013,Externos,Suchitepequez,"Estado de embarazo, incidental",126,,126,
2013,Externos,Suchitepequez,Hipertensión esencial (primaria),113,52,61,
2013,Externos,Suchitepequez,Conjuntivitis,110,42,68,
2013,Externos,Suchitepequez,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,104,31,73,
2013,Externos,Suchitepequez,Traumatismo de regiones no especificadas del cuerpo,99,65,34,
2013,Externos,Suchitepequez,Otros trastornos no inflamatorios de la vagina,98,,98,
2013,Externos,Suchitepequez,Trastornos de las uñas,97,32,65,
2013,Externos,Suchitepequez,"Neumonía, organismo no especificado",91,49,42,
2013,Externos,Suchitepequez,"Bronquitis, no especificada como aguda o crónica",90,39,51,
2013,Externos,Suchitepequez,Otros trastornos de la conjuntiva,89,55,31,3
2013,Externos,Suchitepequez,Gastritis y duodenitis,86,31,54,1
2013,Externos,Suchitepequez,"Otros trastornos de los tejidos blandos, no clasificados en otra parte",84,32,52,
2013,Externos,Suchitepequez,Otitis media supurativa y la no especificada,80,38,42,
2013,Externos,Suchitepequez,Otras micosis superficiales,79,29,50,
2013,Externos,Suchitepequez,"Efectos adversos, no clasificados en otra parte",77,38,39,
2013,Externos,Suchitepequez,Fiebre del dengue [dengue clásico],74,33,41,
2013,Externos,Suchitepequez,Dorsalgia,74,31,43,
2013,Externos,Suchitepequez,Insuficiencia renal crónica,71,38,33,
2013,Externos,Suchitepequez,Presencia de otros implantes funcionales,69,25,41,3
2013,Externos,Suchitepequez,Otros trastornos del ojo y sus anexos,61,27,34,
2013,Externos,Suchitepequez,Otras anemias,59,28,31,
2013,Externos,Suchitepequez,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1653,543,1109,1
2013,Externos,Suchitepequez,Otras causas,2934,1194,1730,10
2013,Externos,Retalhuleu,"Diabetes mellitus, no especificada",447,135,310,2
2013,Externos,Retalhuleu,"Estado de embarazo, incidental",402,,402,
2013,Externos,Retalhuleu,Conjuntivitis,338,171,154,13
2013,Externos,Retalhuleu,Otras cataratas,303,156,137,10
2013,Externos,Retalhuleu,Diarrea y gastroenteritis de presunto origen infeccioso,295,148,147,
2013,Externos,Retalhuleu,Otros trastornos del sistema urinario,266,73,193,
2013,Externos,Retalhuleu,Trastornos de la acomodación y de la refracción,230,96,132,2
2013,Externos,Retalhuleu,Glaucoma,217,80,136,1
2013,Externos,Retalhuleu,Traumatismo de regiones no especificadas del cuerpo,183,136,45,2
2013,Externos,Retalhuleu,Otros trastornos de la conjuntiva,164,90,70,4
2013,Externos,Retalhuleu,Hipertensión esencial (primaria),143,43,98,2
2013,Externos,Retalhuleu,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,124,15,109,
2013,Externos,Retalhuleu,Presencia de otros implantes funcionales,114,44,64,6
2013,Externos,Retalhuleu,Trastornos del aparato lagrimal,101,39,57,5
2013,Externos,Retalhuleu,Otras enfermedades del estómago y del duodeno,89,28,61,
2013,Externos,Retalhuleu,Otras inflamaciones del párpado,81,34,43,4
2013,Externos,Retalhuleu,Colecistitis,79,18,61,
2013,Externos,Retalhuleu,Necesidad de inmunización contra otras enfermedades infecciosas únicas,77,42,35,
2013,Externos,Retalhuleu,Otitis media supurativa y la no especificada,76,36,38,2
2013,Externos,Retalhuleu,"Otros trastornos articulares, no clasificados en otra parte",75,20,55,
2013,Externos,Retalhuleu,Otras anemias,70,35,35,
2013,Externos,Retalhuleu,Bronquitis aguda,70,36,34,
2013,Externos,Retalhuleu,Hernia inguinal,69,45,24,
2013,Externos,Retalhuleu,Orzuelo y calacio,65,24,40,1
2013,Externos,Retalhuleu,Traumatismo del ojo y de la órbita,62,41,19,2
2013,Externos,Retalhuleu,Supervisión de embarazo normal,62,,62,
2013,Externos,Retalhuleu,"Infecciones agudas de las vías respiratorias superiores, de sitios múltiples o no especificados",60,27,33,
2013,Externos,Retalhuleu,Otros trastornos del ojo y sus anexos,58,32,25,1
2013,Externos,Retalhuleu,"Quemadura y corrosión, región del cuerpo no especificada",58,39,14,5
2013,Externos,Retalhuleu,Fiebre del dengue [dengue clásico],53,30,23,
2013,Externos,Retalhuleu,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",841,369,472,
2013,Externos,Retalhuleu,Otras causas,2491,1037,1438,16
2013,Externos,San Marcos,Supervisión de embarazo normal,2041,,2041,
2013,Externos,San Marcos,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,1788,541,1247,
2013,Externos,San Marcos,Enfermedad inflamatoria del cuello uterino,1718,,1718,
2013,Externos,San Marcos,Otros trastornos del sistema urinario,1692,415,1277,
2013,Externos,San Marcos,Atención para la anticoncepción,1262,272,990,
2013,Externos,San Marcos,Diarrea y gastroenteritis de presunto origen infeccioso,910,431,478,1
2013,Externos,San Marcos,Otras cataratas,741,345,393,3
2013,Externos,San Marcos,Otras afecciones inflamatorias de la vagina y de la vulva,605,,605,
2013,Externos,San Marcos,Examen general e investigación de personas sin quejas o sin diagnóstico informado,570,251,318,1
2013,Externos,San Marcos,"Diabetes mellitus, no especificada",550,193,356,1
2013,Externos,San Marcos,Otras enfermedades del estómago y del duodeno,524,187,337,
2013,Externos,San Marcos,Diabetes mellitus no insulinodependiente,519,113,406,
2013,Externos,San Marcos,"Infecciones agudas de las vías respiratorias superiores, de sitios múltiples o no especificados",473,230,242,1
2013,Externos,San Marcos,Trastornos de la acomodación y de la refracción,457,190,264,3
2013,Externos,San Marcos,Amigdalitis aguda,449,209,240,
2013,Externos,San Marcos,Hipertensión esencial (primaria),406,161,243,2
2013,Externos,San Marcos,Examen de pesquisa especial para tumores,404,2,402,
2013,Externos,San Marcos,"Estado de embarazo, incidental",390,,390,
2013,Externos,San Marcos,Conjuntivitis,365,167,197,1
2013,Externos,San Marcos,Glaucoma,357,168,189,
2013,Externos,San Marcos,"Neumonía, organismo no especificado",338,165,173,
2013,Externos,San Marcos,Presencia de otros implantes funcionales,338,95,243,
2013,Externos,San Marcos,Otros trastornos de la conjuntiva,328,166,161,1
2013,Externos,San Marcos,Otitis media supurativa y la no especificada,296,142,154,
2013,Externos,San Marcos,Gastritis y duodenitis,263,94,168,1
2013,Externos,San Marcos,Candidiasis,234,29,205,
2013,Externos,San Marcos,Examen y prueba del embarazo,232,,232,
2013,Externos,San Marcos,Síndrome del colon irritable,222,52,169,1
2013,Externos,San Marcos,"Parasitosis intestinal, sin otra especificación",214,88,126,
2013,Externos,San Marcos,Trastornos del aparato lagrimal,211,61,150,
2013,Externos,San Marcos,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1749,659,1087,3
2013,Externos,San Marcos,Otras causas,10442,4024,6405,13
2013,Externos,Huehuetenango,Otras afecciones inflamatorias de la vagina y de la vulva,1583,,1583,
2013,Externos,Huehuetenango,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,1257,37,1220,
2013,Externos,Huehuetenango,Supervisión de embarazo normal,756,,756,
2013,Externos,Huehuetenango,Otros trastornos del sistema urinario,521,177,344,
2013,Externos,Huehuetenango,Candidiasis,303,1,302,
2013,Externos,Huehuetenango,"Diabetes mellitus, no especificada",251,154,96,1
2013,Externos,Huehuetenango,Diarrea y gastroenteritis de presunto origen infeccioso,234,128,106,
2013,Externos,Huehuetenango,Examen general e investigación de personas sin quejas o sin diagnóstico informado,185,68,117,
2013,Externos,Huehuetenango,"Personas en contacto con los servicios de salud por otras consultas y consejos médicos, no clasificados en otra parte",182,71,111,
2013,Externos,Huehuetenango,Otras enfermedades del estómago y del duodeno,167,79,88,
2013,Externos,Huehuetenango,Disfunción ovárica,155,,155,
2013,Externos,Huehuetenango,Gastritis y duodenitis,153,79,74,
2013,Externos,Huehuetenango,Trastornos de la acomodación y de la refracción,151,62,88,1
2013,Externos,Huehuetenango,Amigdalitis aguda,139,51,88,
2013,Externos,Huehuetenango,"Neumonía, organismo no especificado",132,76,56,
2013,Externos,Huehuetenango,"Tratornos no inflamatorios del ovario, de la trompa de Falopio y del ligamento ancho",122,,122,
2013,Externos,Huehuetenango,Glaucoma,120,68,52,
2013,Externos,Huehuetenango,Síndrome del colon irritable,95,27,68,
2013,Externos,Huehuetenango,Otras cataratas,93,49,43,1
2013,Externos,Huehuetenango,Atención para la anticoncepción,84,26,58,
2013,Externos,Huehuetenango,Traumatismo de regiones no especificadas del cuerpo,80,53,26,1
2013,Externos,Huehuetenango,Fiebres tifoidea y paratifoidea,79,32,47,
2013,Externos,Huehuetenango,Hipertensión esencial (primaria),79,40,39,
2013,Externos,Huehuetenango,Amebiasis,72,34,38,
2013,Externos,Huehuetenango,Infertilidad femenina,68,,68,
2013,Externos,Huehuetenango,Otitis media supurativa y la no especificada,67,40,27,
2013,Externos,Huehuetenango,Otros trastornos de la conjuntiva,62,33,29,
2013,Externos,Huehuetenango,Conjuntivitis,61,31,29,1
2013,Externos,Huehuetenango,Otras hemorragias uterinas o vaginales anormales,61,,61,
2013,Externos,Huehuetenango,Trastornos del aparato lagrimal,60,24,36,
2013,Externos,Huehuetenango,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",580,265,315,
2013,Externos,Huehuetenango,Otras causas,2762,1245,1515,2
2013,Externos,Quiche,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,875,139,736,
2013,Externos,Quiche,Otros trastornos del sistema urinario,584,150,434,
2013,Externos,Quiche,"Estado de embarazo, incidental",526,,526,
2013,Externos,Quiche,Otras enfermedades del estómago y del duodeno,478,167,311,
2013,Externos,Quiche,"Diabetes mellitus, no especificada",475,162,313,
2013,Externos,Quiche,Diarrea y gastroenteritis de presunto origen infeccioso,410,164,246,
2013,Externos,Quiche,"Infecciones agudas de las vías respiratorias superiores, de sitios múltiples o no especificados",351,162,187,2
2013,Externos,Quiche,Amigdalitis aguda,350,146,204,
2013,Externos,Quiche,Supervisión de embarazo normal,234,,234,
2013,Externos,Quiche,Hipertensión esencial (primaria),232,91,141,
2013,Externos,Quiche,Gastritis y duodenitis,224,96,128,
2013,Externos,Quiche,Traumatismo de regiones no especificadas del cuerpo,193,102,90,1
2013,Externos,Quiche,"Otros trastornos de los tejidos blandos, no clasificados en otra parte",192,65,127,
2013,Externos,Quiche,Síndrome del colon irritable,182,59,123,
2013,Externos,Quiche,"Neumonía, organismo no especificado",166,67,99,
2013,Externos,Quiche,Dorsalgia,152,66,86,
2013,Externos,Quiche,"Parasitosis intestinal, sin otra especificación",146,90,55,1
2013,Externos,Quiche,Bronquitis aguda,145,86,59,
2013,Externos,Quiche,Glaucoma,142,84,57,1
2013,Externos,Quiche,Trastornos de la acomodación y de la refracción,137,70,67,
2013,Externos,Quiche,Otitis media supurativa y la no especificada,127,56,71,
2013,Externos,Quiche,Conjuntivitis,124,61,63,
2013,Externos,Quiche,Amebiasis,102,43,59,
2013,Externos,Quiche,"Bronquitis, no especificada como aguda o crónica",97,40,57,
2013,Externos,Quiche,Acné,84,42,42,
2013,Externos,Quiche,Otros trastornos de la conjuntiva,80,29,51,
2013,Externos,Quiche,Hernia inguinal,70,43,27,
2013,Externos,Quiche,Trastornos del aparato lagrimal,69,24,45,
2013,Externos,Quiche,Otras afecciones inflamatorias de la vagina y de la vulva,68,,68,
2013,Externos,Quiche,Otras dermatitis,67,36,30,1
2013,Externos,Quiche,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1635,542,1092,1
2013,Externos,Quiche,Otras causas,4726,1983,2738,5
2013,Externos,Baja Verapaz,Otras enfermedades del estómago y del duodeno,664,223,441,
2013,Externos,Baja Verapaz,Otros trastornos del sistema urinario,640,128,511,1
2013,Externos,Baja Verapaz,Amigdalitis aguda,400,191,209,
2013,Externos,Baja Verapaz,Otras anemias,399,143,255,1
2013,Externos,Baja Verapaz,"Estado de embarazo, incidental",359,,359,
2013,Externos,Baja Verapaz,"Infecciones agudas de las vías respiratorias superiores, de sitios múltiples o no especificados",333,177,154,2
2013,Externos,Baja Verapaz,"Parasitosis intestinal, sin otra especificación",300,144,156,
2013,Externos,Baja Verapaz,"Diabetes mellitus, no especificada",299,135,161,3
2013,Externos,Baja Verapaz,Traumatismo de regiones no especificadas del cuerpo,291,144,147,
2013,Externos,Baja Verapaz,Diarrea y gastroenteritis de presunto origen infeccioso,255,126,128,1
2013,Externos,Baja Verapaz,Otras afecciones inflamatorias de la vagina y de la vulva,243,,243,
2013,Externos,Baja Verapaz,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,208,89,119,
2013,Externos,Baja Verapaz,Hipertensión esencial (primaria),198,55,141,2
2013,Externos,Baja Verapaz,Otitis media supurativa y la no especificada,160,70,90,
2013,Externos,Baja Verapaz,"Otros trastornos de los tejidos blandos, no clasificados en otra parte",146,65,81,
2013,Externos,Baja Verapaz,Trastornos del metabolismo de las purinas y de las pirimidinas,143,44,99,
2013,Externos,Baja Verapaz,Glaucoma,139,63,76,
2013,Externos,Baja Verapaz,Conjuntivitis,128,49,79,
2013,Externos,Baja Verapaz,"Neumonía, organismo no especificado",122,53,68,1
2013,Externos,Baja Verapaz,Infección aguda no especificada de las vías respiratorias inferiores,120,58,62,
2013,Externos,Baja Verapaz,Caries dental,116,50,66,
2013,Externos,Baja Verapaz,Otras dermatitis,106,44,62,
2013,Externos,Baja Verapaz,Trastornos de la acomodación y de la refracción,105,37,68,
2013,Externos,Baja Verapaz,Acné,104,38,66,
2013,Externos,Baja Verapaz,Rinofaringitis aguda [resfriado común],99,46,53,
2013,Externos,Baja Verapaz,Faringitis aguda,98,44,54,
2013,Externos,Baja Verapaz,Síndrome del colon irritable,97,20,77,
2013,Externos,Baja Verapaz,Otros trastornos de los dientes y de sus estructuras de sostén,95,31,64,
2013,Externos,Baja Verapaz,Escabiosis,92,42,50,
2013,Externos,Baja Verapaz,Fiebre del dengue [dengue clásico],91,47,44,
2013,Externos,Baja Verapaz,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",552,212,340,
2013,Externos,Baja Verapaz,Otras causas,3914,1489,2419,6
2013,Externos,Alta Verapaz,Trastornos de la acomodación y de la refracción,1033,432,600,1
2013,Externos,Alta Verapaz,Supervisión de embarazo normal,1003,,1003,
2013,Externos,Alta Verapaz,Otros trastornos del sistema urinario,771,218,551,2
2013,Externos,Alta Verapaz,Atención para la anticoncepción,680,121,559,
2013,Externos,Alta Verapaz,Conjuntivitis,588,273,312,3
2013,Externos,Alta Verapaz,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,404,32,372,
2013,Externos,Alta Verapaz,Diarrea y gastroenteritis de presunto origen infeccioso,286,147,139,
2013,Externos,Alta Verapaz,Otros trastornos de la conjuntiva,271,127,144,
2013,Externos,Alta Verapaz,Examen general e investigación de personas sin quejas o sin diagnóstico informado,250,113,137,
2013,Externos,Alta Verapaz,"Infecciones agudas de las vías respiratorias superiores, de sitios múltiples o no especificados",225,119,106,
2013,Externos,Alta Verapaz,Glaucoma,219,64,155,
2013,Externos,Alta Verapaz,Traumatismo del ojo y de la órbita,194,160,34,
2013,Externos,Alta Verapaz,"Diabetes mellitus, no especificada",183,82,101,
2013,Externos,Alta Verapaz,Trastornos del aparato lagrimal,183,54,128,1
2013,Externos,Alta Verapaz,Rinofaringitis aguda [resfriado común],181,86,95,
2013,Externos,Alta Verapaz,Otros trastornos del ojo y sus anexos,180,86,94,
2013,Externos,Alta Verapaz,"Personas en contacto con los servicios de salud por otras consultas y consejos médicos, no clasificados en otra parte",179,75,104,
2013,Externos,Alta Verapaz,Personas en contacto con los servicios de salud por otras circunstancias,173,91,82,
2013,Externos,Alta Verapaz,Otras osteocondrosis juveniles,165,45,120,
2013,Externos,Alta Verapaz,"Neumonía, organismo no especificado",161,84,76,1
2013,Externos,Alta Verapaz,Presencia de otros implantes funcionales,159,70,89,
2013,Externos,Alta Verapaz,Bronquitis aguda,155,100,55,
2013,Externos,Alta Verapaz,Orzuelo y calacio,153,55,98,
2013,Externos,Alta Verapaz,Otras cataratas,146,71,75,
2013,Externos,Alta Verapaz,"Estado de embarazo, incidental",140,,140,
2013,Externos,Alta Verapaz,Síndrome del colon irritable,130,37,93,
2013,Externos,Alta Verapaz,Hipertensión esencial (primaria),127,51,76,
2013,Externos,Alta Verapaz,Gastritis y duodenitis,127,57,70,
2013,Externos,Alta Verapaz,Cuerpo extraño en parte externa del ojo,124,109,15,
2013,Externos,Alta Verapaz,Otitis media supurativa y la no especificada,120,57,63,
2013,Externos,Alta Verapaz,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",483,223,260,
2013,Externos,Alta Verapaz,Otras causas,4052,1590,2462,
2013,Externos,Peten,Otros trastornos del sistema urinario,967,324,641,2
2013,Externos,Peten,"Infecciones agudas de las vías respiratorias superiores, de sitios múltiples o no especificados",439,216,223,
2013,Externos,Peten,Diarrea y gastroenteritis de presunto origen infeccioso,413,197,216,
2013,Externos,Peten,"Estado de embarazo, incidental",391,,391,
2013,Externos,Peten,Atención para la anticoncepción,292,3,289,
2013,Externos,Peten,Hipertensión esencial (primaria),288,94,193,1
2013,Externos,Peten,Supervisión de embarazo normal,258,,258,
2013,Externos,Peten,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,236,14,222,
2013,Externos,Peten,"Diabetes mellitus, no especificada",212,81,131,
2013,Externos,Peten,Otras enfermedades del estómago y del duodeno,212,79,132,1
2013,Externos,Peten,Amigdalitis aguda,167,76,91,
2013,Externos,Peten,Enfermedad inflamatoria del cuello uterino,147,,147,
2013,Externos,Peten,"Neumonía, organismo no especificado",136,78,58,
2013,Externos,Peten,Síndrome del colon irritable,124,56,68,
2013,Externos,Peten,Diabetes mellitus no insulinodependiente,106,29,77,
2013,Externos,Peten,Gastritis y duodenitis,106,47,59,
2013,Externos,Peten,Otras afecciones inflamatorias de la vagina y de la vulva,105,,105,
2013,Externos,Peten,Examen general e investigación de personas sin quejas o sin diagnóstico informado,104,57,47,
2013,Externos,Peten,Otitis media supurativa y la no especificada,94,47,47,
2013,Externos,Peten,Otros trastornos respiratorios,93,43,50,
2013,Externos,Peten,Colecistitis,89,15,74,
2013,Externos,Peten,Fiebre del dengue [dengue clásico],74,32,42,
2013,Externos,Peten,Dorsalgia,72,35,36,1
2013,Externos,Peten,Acné,71,22,48,1
2013,Externos,Peten,"Otros trastornos de los tejidos blandos, no clasificados en otra parte",67,26,41,
2013,Externos,Peten,Cálculo del riñón y del uréter,66,40,26,
2013,Externos,Peten,Otros trastornos de ansiedad,65,33,32,
2013,Externos,Peten,Pesquisas prenatales,63,,63,
2013,Externos,Peten,"Parasitosis intestinal, sin otra especificación",62,30,32,
2013,Externos,Peten,Trastornos de la acomodación y de la refracción,61,31,30,
2013,Externos,Peten,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",616,254,360,2
2013,Externos,Peten,Otras causas,3744,1583,2155,6
2013,Externos,Izabal,Enfermedad inflamatoria del cuello uterino,2101,,2101,
2013,Externos,Izabal,"Estado de embarazo, incidental",414,,414,
2013,Externos,Izabal,"Diabetes mellitus, no especificada",376,157,219,
2013,Externos,Izabal,Otros trastornos del sistema urinario,362,41,319,2
2013,Externos,Izabal,Supervisión de embarazo normal,342,,342,
2013,Externos,Izabal,Hipertensión esencial (primaria),305,76,229,
2013,Externos,Izabal,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,226,14,212,
2013,Externos,Izabal,Diarrea y gastroenteritis de presunto origen infeccioso,222,95,125,2
2013,Externos,Izabal,Síndrome del colon irritable,217,42,173,2
2013,Externos,Izabal,Fiebre del dengue [dengue clásico],146,70,76,
2013,Externos,Izabal,Otras enfermedades del estómago y del duodeno,145,47,97,1
2013,Externos,Izabal,"Infecciones agudas de las vías respiratorias superiores, de sitios múltiples o no especificados",124,70,53,1
2013,Externos,Izabal,Otros trastornos de ansiedad,121,28,92,1
2013,Externos,Izabal,Amigdalitis aguda,118,43,74,1
2013,Externos,Izabal,"Bronquitis, no especificada como aguda o crónica",105,30,74,1
2013,Externos,Izabal,Otras anemias,92,32,60,
2013,Externos,Izabal,Otras afecciones inflamatorias de la vagina y de la vulva,85,,85,
2013,Externos,Izabal,Glaucoma,83,36,47,
2013,Externos,Izabal,Dorsalgia,83,28,55,
2013,Externos,Izabal,"Otros trastornos de los tejidos blandos, no clasificados en otra parte",83,23,60,
2013,Externos,Izabal,Otras cataratas,75,30,45,
2013,Externos,Izabal,Bronquitis aguda,74,53,21,
2013,Externos,Izabal,Candidiasis,71,,71,
2013,Externos,Izabal,Bronquiolitis aguda,65,33,32,
2013,Externos,Izabal,Trastornos de la acomodación y de la refracción,64,23,41,
2013,Externos,Izabal,Otras artritis,58,14,44,
2013,Externos,Izabal,Examen general e investigación de personas sin quejas o sin diagnóstico informado,55,21,34,
2013,Externos,Izabal,Conjuntivitis,54,28,26,
2013,Externos,Izabal,Otros estados postquirúrgicos,53,5,48,
2013,Externos,Izabal,"Menstruación ausente, escasa o rara",48,,48,
2013,Externos,Izabal,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",678,268,408,2
2013,Externos,Izabal,Otras causas,2913,1093,1813,7
2013,Externos,Zacapa,Rinofaringitis aguda [resfriado común],699,352,347,
2013,Externos,Zacapa,Conjuntivitis,431,212,219,
2013,Externos,Zacapa,Otras cataratas,428,193,235,
2013,Externos,Zacapa,Gastritis y duodenitis,382,105,277,
2013,Externos,Zacapa,Trastornos de la acomodación y de la refracción,341,136,205,
2013,Externos,Zacapa,Trastornos del aparato lagrimal,332,82,250,
2013,Externos,Zacapa,Diarrea y gastroenteritis de presunto origen infeccioso,315,170,145,
2013,Externos,Zacapa,Otros trastornos de la conjuntiva,301,124,177,
2013,Externos,Zacapa,Glaucoma,244,71,173,
2013,Externos,Zacapa,"Diabetes mellitus, no especificada",224,78,146,
2013,Externos,Zacapa,Otros trastornos del sistema urinario,166,30,136,
2013,Externos,Zacapa,Cuerpo extraño en parte externa del ojo,161,137,24,
2013,Externos,Zacapa,Presencia de otros implantes funcionales,137,54,83,
2013,Externos,Zacapa,Otros trastornos del ojo y sus anexos,121,61,60,
2013,Externos,Zacapa,Hipertensión esencial (primaria),103,38,65,
2013,Externos,Zacapa,Orzuelo y calacio,99,41,58,
2013,Externos,Zacapa,Síndrome del colon irritable,97,30,67,
2013,Externos,Zacapa,Amigdalitis aguda,83,41,42,
2013,Externos,Zacapa,Traumatismo de regiones no especificadas del cuerpo,83,66,17,
2013,Externos,Zacapa,Otitis media supurativa y la no especificada,78,36,40,2
2013,Externos,Zacapa,Otras artritis,72,28,44,
2013,Externos,Zacapa,Infecciones intestinales debidas a virus y otros organismos especificados,63,42,21,
2013,Externos,Zacapa,Queratitis,60,42,18,
2013,Externos,Zacapa,"Neumonía, organismo no especificado",60,29,31,
2013,Externos,Zacapa,"Personas en contacto con los servicios de salud por otras consultas y consejos médicos, no clasificados en otra parte",56,7,49,
2013,Externos,Zacapa,Otros trastornos de ansiedad,55,23,32,
2013,Externos,Zacapa,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,54,14,40,
2013,Externos,Zacapa,Trastornos del metabolismo de las lipoproteínas y otras lipidemias,53,22,31,
2013,Externos,Zacapa,Traumatismo del ojo y de la órbita,52,45,7,
2013,Externos,Zacapa,Faringitis aguda,51,20,31,
2013,Externos,Zacapa,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",164,64,100,
2013,Externos,Zacapa,Otras causas,1955,823,1128,4
2013,Externos,Chiquimula,"Personas en contacto con los servicios de salud por otras consultas y consejos médicos, no clasificados en otra parte",596,230,365,1
